,ID_Fatura,UC,Municipio,Bairro_Cidade,Endereco_Complemento,Campus_Name,Campus_Unique_Name,Grupo_Tarifario,Fase,valor_total_RS,pagina_correspondente,valor_faturado_consumo,valor_faturado_band_amar,valor_faturado_band_verm,valor_faturado_consumo_P,valor_faturado_consumo_FP,valor_faturado_ener_reat_exc_P,valor_faturado_ener_reat_exc_FP,valor_faturado_demanda,valor_faturado_demanda_ultr,valor_faturado_cosip,valor_faturado_custo_disp_sistema,valor_faturado_comp_viol_meta_continuidade,Quantidade_consumo,Quantidade_consumo_P,Quantidade_consumo_FP,Quantidade_ener_reat_exc_P,Quantidade_ener_reat_exc_FP,Quantidade_demanda,Quantidade_demanda_ultr,Quantidade_custo_disp_sistema,Medido_consumo,Medido_consumo_P,Medido_consumo_FP,Medido_ener_reat_exc_P,Medido_ener_reat_exc_FP,Medido_demanda,Medido_demanda_ultr,Medido_energia_reat_indutiva,MM_YY_ref,year,month,has_demanda,has_been_charged_by_demanda_ultr,has_been_refunded,real_contracted_value_for_demanda,diff_demanda_contratada_medida,ratio_medido_faturado,demanda_tarifa_cost_real_por_kW,lost_money_sobrecontratacao_demanda
798,01-20183814740258-83,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,30,6,70,84,26,27,15,24,35,78,45,50,23,80,57,69,63,64,88,30,47,65,50,36,1,66,74,33,79,48,2018_04,2018,4,True,False,False,30.0,7.1,0.76,13.16,28
799,01-20183814740627 -38,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,92,8,94,79,7,70,9,20,84,31,90,34,34,93,54,19,38,89,28,4,64,47,40,87,44,50,89,51,66,16,2018_04,2018,4,True,True,False,600.0,-79.0,1.13,13.15,9
800,01-20183779512446-4,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,41,17,77,92,2,18,69,73,33,64,94,14,89,7,94,74,16,7,26,62,15,29,45,30,85,46,53,22,16,44,2018_04,2018,4,True,False,False,75.0,61.9,0.17,13.16,37
801,01-20183779512670-70,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,29,18,93,1,98,85,99,11,7,56,62,70,59,64,28,53,71,79,8,63,19,27,36,70,54,37,30,11,27,69,2018_04,2018,4,True,False,False,215.0,129.0,0.4,13.16,46
802,01-20183814740264-86,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,43,25,86,39,35,12,53,94,23,4,25,57,81,26,2,9,43,49,95,17,33,21,85,21,57,54,62,88,7,75,2018_04,2018,4,True,True,False,720.0,-182.0,1.25,13.15,61
803,01-20183771823148-36,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,83,1,40,41,18,39,19,42,48,31,52,58,73,53,17,15,68,48,35,62,32,24,33,82,75,79,33,90,99,27,2018_04,2018,4,False,False,False,0.0,0.0,,,41
804,01-20183807962135-27,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,60,3,51,71,25,48,84,66,35,30,35,85,70,13,76,86,4,30,46,53,25,73,14,44,47,79,70,77,15,66,2018_04,2018,4,False,False,False,0.0,0.0,,,65
805,01-20183807959828-5,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,9,4,68,79,61,92,68,80,2,46,57,29,92,11,24,14,61,79,77,18,30,97,7,23,68,2,25,36,53,93,2018_04,2018,4,False,False,False,0.0,0.0,,,5
806,01-20183816684706-69,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,68,9,40,26,8,75,33,46,61,40,1,38,95,16,66,9,22,60,58,40,10,1,62,63,23,87,71,45,53,94,2018_04,2018,4,False,False,False,0.0,0.0,,,35
807,01-20183801952262-69,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,73,11,91,61,3,99,98,50,5,10,46,7,50,55,4,35,78,67,83,95,70,77,41,65,75,4,4,32,65,9,2018_04,2018,4,False,False,False,0.0,0.0,,,50
808,01-20183791039320-5,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,50,13,45,52,36,33,43,74,83,44,40,3,96,84,33,15,10,16,15,10,5,26,14,20,38,67,19,92,42,34,2018_04,2018,4,False,False,False,0.0,0.0,,,52
809,01-20183811387724-54,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,16,14,4,64,34,45,43,96,65,27,47,68,91,66,69,86,72,7,61,31,27,9,42,6,89,42,1,68,71,38,2018_04,2018,4,False,False,False,0.0,0.0,,,58
810,01-20183768283976-50,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,94,15,96,80,94,57,61,68,88,67,29,15,90,96,11,30,77,19,88,43,57,81,9,21,95,27,9,70,99,11,2018_04,2018,4,False,False,False,0.0,0.0,,,20
811,01-20183768284036-60,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,93,16,17,49,59,35,99,63,31,81,2,72,47,88,77,71,4,86,25,8,95,49,52,63,24,12,60,14,19,79,2018_04,2018,4,False,False,False,0.0,0.0,,,60
812,01-20183775686912-28,21350656,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-21350656,B-3,TR-TRIFASICO,58,19,33,50,51,65,35,29,79,57,1,81,19,79,17,26,8,47,57,13,55,21,62,47,25,94,84,35,2,5,2018_04,2018,4,False,False,False,0.0,0.0,,,52
813,01-20183775686937-59,28034857,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-28034857,B-3,TR-TRIFASICO,91,20,47,57,14,29,34,50,19,55,27,9,69,86,59,33,17,70,73,18,74,73,49,50,28,75,31,95,50,4,2018_04,2018,4,False,False,False,0.0,0.0,,,97
814,01-20183759383607 -20,32256570,PALMITOS,CENTRO,"AV BRASIL,, ",CEO,CEO_Centro_B3_Av.Brasil,B-3,TR-TRIFASICO,16,21,76,49,91,84,74,41,78,64,90,44,74,79,28,25,75,2,48,27,52,80,34,63,69,69,10,25,95,97,2018_04,2018,4,False,False,False,0.0,0.0,,,13
815,01-20183817729898 -76,47553474,CHAPECO,CHAP - CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,28,22,46,38,90,53,31,70,44,69,48,44,77,39,99,45,14,48,75,88,64,95,29,71,42,5,80,29,15,34,2018_04,2018,4,False,False,False,0.0,0.0,,,57
816,01-20183801969989-11,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,33,23,39,53,28,39,24,20,29,43,46,3,30,82,29,79,50,26,11,13,84,60,48,10,16,36,91,64,21,30,2018_04,2018,4,False,False,False,0.0,0.0,,,93
817,01-20183775636093-87,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,11,24,1,35,7,53,88,63,79,39,98,94,50,39,2,62,50,33,21,17,66,23,30,50,20,75,90,51,21,7,2018_04,2018,4,False,False,False,0.0,0.0,,,57
818,01-20183775501194-0,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,85,1,64,75,49,50,29,65,51,11,33,23,81,67,30,45,98,95,64,99,7,77,26,8,42,75,34,63,12,66,2018_04,2018,4,False,False,False,0.0,0.0,,,86
819,01-20183807962499-43,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, ",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,4,3,28,96,84,26,94,46,52,98,98,48,25,13,42,41,74,44,40,69,65,40,42,97,19,48,1,56,87,93,2018_04,2018,4,False,False,False,0.0,0.0,,,92
820,01-20183807959830-57,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,88,4,87,49,18,27,48,52,21,90,64,37,13,22,62,76,44,34,39,97,26,70,9,17,4,10,43,24,58,53,2018_04,2018,4,False,False,False,0.0,0.0,,,7
821,01-20183816684707-21,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,10,9,32,43,25,26,30,53,3,16,30,37,34,99,80,6,83,5,28,17,48,62,53,80,55,49,93,10,56,88,2018_04,2018,4,False,False,False,0.0,0.0,,,70
822,01-20183814740448-19,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,50,11,52,8,5,29,19,94,91,94,64,62,99,52,98,1,37,21,62,86,69,58,67,6,11,13,65,5,51,85,2018_04,2018,4,True,False,False,440.0,104.4,0.76,13.16,26
823,01-20183791039324-66,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,13,13,93,79,80,74,34,61,93,72,88,96,19,47,76,20,80,87,48,77,86,28,58,88,57,52,76,2,7,2,2018_04,2018,4,False,False,False,0.0,0.0,,,56
824,01-20183814740783-53,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,90,14,65,19,49,51,59,42,57,28,90,7,16,64,20,82,83,9,65,95,33,65,10,89,19,51,46,53,3,15,2018_04,2018,4,True,False,False,345.0,152.0,0.56,13.16,90
825,01-20183768284039-59,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,46,15,16,44,30,73,26,37,58,41,75,56,25,48,19,66,12,16,40,84,6,61,54,53,55,6,85,63,9,58,2018_04,2018,4,False,False,False,0.0,0.0,,,63
826,01-20183768284044-99,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,69,16,6,62,78,39,64,91,75,96,64,14,20,78,66,59,72,53,77,96,87,76,1,38,72,52,99,2,58,78,2018_04,2018,4,False,False,False,0.0,0.0,,,1
827,01-20183775686931-72,27299555,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-27299555,B-3,TR-TRIFASICO,52,19,86,79,23,31,73,33,20,90,68,49,10,65,44,43,5,64,29,60,12,15,66,99,55,24,82,98,93,85,2018_04,2018,4,False,False,False,0.0,0.0,,,72
828,01-20183790832748-94,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,89,20,76,15,83,88,90,91,95,99,68,14,42,30,40,25,21,64,15,96,85,1,57,50,47,7,49,7,56,69,2018_04,2018,4,True,False,False,235.0,150.5,0.36,13.16,21
829,01-20183814741000-40,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,6,21,31,39,34,7,54,91,69,79,51,47,47,13,77,75,61,87,73,84,10,23,97,45,98,33,61,5,75,97,2018_04,2018,4,True,True,True,40.0,-30.0,1.74,13.1,19
830,01-20183817729886-97,47571197,CHAPECO,CHAP - CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,62,22,68,91,26,17,9,12,35,5,4,79,86,54,95,25,42,15,61,41,57,88,28,62,4,7,8,6,20,50,2018_04,2018,4,False,False,False,0.0,0.0,,,79
831,01-20183811425102-22,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,19,23,61,76,64,91,48,22,12,81,61,92,12,35,47,20,4,32,27,74,59,39,72,98,19,35,59,2,56,75,2018_04,2018,4,False,False,False,0.0,0.0,,,4
832,01-20183814740874-7,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,52,24,21,42,88,96,17,37,24,90,55,95,36,48,54,12,8,49,77,5,71,44,75,91,82,19,52,77,90,20,2018_04,2018,4,True,False,False,247.0,199.5,0.19,13.16,13
833,01-20184171261770-24,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,4,2,48,67,55,1,92,13,21,57,20,79,39,16,65,12,4,9,27,33,25,11,83,56,21,86,94,65,23,56,2018_09,2018,9,False,False,True,0.0,0.0,,,38
834,01-20184221432972-24,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,95,7,33,65,82,23,64,15,17,77,91,80,38,84,85,6,69,4,1,51,94,88,16,49,16,41,55,33,57,57,2018_09,2018,9,False,False,False,0.0,0.0,,,96
835,01-20184237487464-40,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,62,10,43,74,56,33,87,43,78,7,67,45,31,15,40,5,31,65,75,68,50,71,74,63,48,89,73,9,54,87,2018_09,2018,9,False,False,False,0.0,0.0,,,26
836,01-20184241600002-10,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,28,12,12,35,27,15,4,28,47,5,19,30,96,51,96,24,92,38,78,80,81,52,31,95,86,80,49,2,20,43,2018_09,2018,9,False,False,False,0.0,0.0,,,6
837,01-20184233710734-90,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,70,5,32,81,17,39,94,71,85,15,6,50,56,53,55,82,20,56,72,69,94,51,87,90,92,59,8,45,6,57,2018_09,2018,9,True,False,False,180.0,41.2,0.77,12.6,57
838,01-20184233710800-12,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,77,6,12,14,45,19,22,45,10,96,62,47,89,18,43,56,92,94,82,4,9,86,34,26,37,90,22,69,9,92,2018_09,2018,9,True,False,False,30.0,11.0,0.63,12.6,93
839,01-20184233711813-8,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,4,8,29,80,85,22,60,31,81,58,8,48,52,47,34,55,74,67,19,82,8,50,47,14,21,11,58,4,5,25,2018_09,2018,9,True,False,False,600.0,89.6,0.85,12.6,77
840,01-20184190588281-70,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,40,18,58,76,32,41,25,37,62,80,7,70,62,84,70,21,22,46,8,50,79,34,45,62,42,71,99,66,14,45,2018_09,2018,9,True,False,False,30.0,15.5,0.48,12.71,20
841,01-20184223990314-50,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,24,19,69,74,78,1,76,68,31,86,28,6,47,56,76,38,43,35,81,68,62,17,78,15,54,65,93,39,98,62,2018_09,2018,9,True,False,False,45.0,6.9,0.85,12.71,81
842,01-20184233714382-4,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,89,21,26,12,92,84,46,23,57,57,6,3,97,85,9,19,8,16,24,48,75,87,85,36,34,75,90,17,10,39,2018_09,2018,9,True,False,False,60.0,-0.4,1.01,12.67,54
843,01-20184233710777-0,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,65,25,26,97,86,74,23,74,37,19,46,2,20,93,35,86,87,9,43,65,75,1,42,41,56,37,11,54,51,34,2018_09,2018,9,True,False,False,720.0,43.4,0.94,12.6,13
844,01-20184184857106-81,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,86,1,1,60,66,36,41,97,59,29,54,54,15,98,48,14,87,80,36,80,34,86,33,89,95,16,22,45,99,10,2018_09,2018,9,False,False,False,0.0,0.0,,,63
845,01-20184228865115-56,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,84,3,79,45,36,5,69,89,42,43,22,54,30,14,70,22,46,3,52,61,23,58,53,77,84,63,96,75,36,99,2018_09,2018,9,False,False,False,0.0,0.0,,,6
846,01-20184228863283-80,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,45,4,51,9,8,92,67,77,22,21,48,69,59,42,19,53,11,78,9,49,67,41,30,94,49,26,64,87,41,25,2018_09,2018,9,False,False,False,0.0,0.0,,,78
847,01-20184237487459-0,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,35,9,62,90,71,55,30,97,20,97,25,70,82,3,37,82,97,1,20,21,66,65,13,79,78,68,25,9,66,16,2018_09,2018,9,False,False,False,0.0,0.0,,,25
848,01-20184221203870-76,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,65,11,72,94,87,34,44,81,88,83,56,91,79,24,94,1,54,98,27,67,55,72,54,6,52,73,91,17,92,91,2018_09,2018,9,False,False,False,0.0,0.0,,,35
849,01-20184207944796-48,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,75,13,77,93,11,95,7,93,48,86,43,21,50,55,63,10,16,76,60,23,64,56,79,5,58,79,74,68,27,36,2018_09,2018,9,False,False,False,0.0,0.0,,,94
850,01-20184233195481-20,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,95,14,8,17,23,96,30,80,67,69,38,24,22,46,82,70,44,66,44,89,75,95,80,18,32,49,53,13,23,14,2018_09,2018,9,False,False,False,0.0,0.0,,,56
851,01-20184180722299-90,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,97,16,96,58,80,12,95,26,98,66,71,73,66,45,79,52,72,98,45,5,48,92,20,20,44,71,13,23,76,15,2018_09,2018,9,False,False,False,0.0,0.0,,,61
852,01-20184180722366-86,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,64,17,58,22,90,58,37,5,20,61,29,71,19,18,78,83,45,78,15,79,89,43,37,74,45,52,44,72,88,15,2018_09,2018,9,False,False,False,0.0,0.0,,,98
853,01-20184233309429-40,43860100,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"R EDGAR LINHARES, 570, GALPAO 04",CEFSI,CEFSI_Nova-Esperanca_,B-3,TR-TRIFASICO,54,20,29,54,30,5,54,30,60,73,76,87,49,55,60,91,47,79,67,82,95,2,81,64,38,97,47,51,82,67,2018_09,2018,9,False,False,False,0.0,0.0,,,43
854,01-20184241758962-4,47553474,CHAPECO,CHAP - CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,49,22,93,60,51,55,94,36,36,53,1,46,59,26,59,42,87,60,6,33,6,12,36,59,63,50,17,67,61,70,2018_09,2018,9,False,False,False,0.0,0.0,,,49
855,01-20184180667770-7,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,80,23,50,67,13,51,40,87,7,54,98,92,87,93,61,61,11,29,25,5,35,12,41,62,76,72,43,27,86,78,2018_09,2018,9,False,False,False,0.0,0.0,,,59
856,01-20184189769316-55,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,43,24,57,10,50,56,94,55,22,32,92,65,32,10,97,14,47,24,87,11,30,74,75,1,99,53,26,72,56,87,2018_09,2018,9,False,False,False,0.0,0.0,,,96
857,01-20184189514832-80,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,66,1,4,94,29,47,27,56,81,39,52,85,40,68,66,3,89,19,21,93,96,55,61,74,37,85,79,11,61,64,2018_09,2018,9,False,False,False,0.0,0.0,,,10
858,01-20184228865310-21,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, ",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,73,3,95,81,11,49,37,11,94,38,20,87,42,43,70,61,80,3,83,32,78,91,85,63,27,35,55,67,60,15,2018_09,2018,9,False,False,False,0.0,0.0,,,40
859,01-20184228863293-33,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,55,4,66,46,31,9,54,81,76,97,15,28,5,75,12,89,63,46,60,60,49,42,4,56,32,93,67,37,18,90,2018_09,2018,9,False,False,False,0.0,0.0,,,18
860,01-20184237487461-52,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,81,9,79,82,65,97,70,63,56,66,33,29,4,99,45,71,99,58,14,20,87,33,48,30,3,17,30,90,75,90,2018_09,2018,9,False,False,False,0.0,0.0,,,33
861,01-20184233712000-27,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,13,11,52,63,52,55,81,85,72,38,99,38,23,85,9,1,25,28,12,64,76,7,65,41,8,37,31,44,51,49,2018_09,2018,9,True,False,False,440.0,16.4,0.96,12.6,55
862,01-20184207944795-85,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,2,13,8,53,90,71,40,78,47,92,68,14,11,69,74,52,65,83,46,50,78,88,4,26,34,17,78,18,29,36,2018_09,2018,9,False,False,False,0.0,0.0,,,84
863,01-20184233713755-76,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,34,14,21,84,81,83,57,62,41,12,4,60,98,11,75,43,60,98,64,10,19,83,69,79,40,68,9,56,54,21,2018_09,2018,9,True,False,False,76.0,0.4,0.99,12.53,80
864,01-20184180722370-53,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,58,16,81,78,95,97,83,91,81,34,78,91,43,7,40,70,55,43,6,30,41,98,81,78,36,96,75,20,67,36,2018_09,2018,9,False,False,False,0.0,0.0,,,20
865,01-20184180722374-4,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,96,17,69,48,38,55,19,74,43,48,12,65,53,55,78,35,66,83,89,79,69,41,56,86,8,31,42,3,8,35,2018_09,2018,9,False,False,False,0.0,0.0,,,67
